"ID_Epic","issue_num","assignee","description","timeoriginalestimate","timeestimate","timespent"
"11834","677","JIRAUSER10501",NULL,"14400","0","21600"
"11835","678","JIRAUSER10501",NULL,"28800","0","28800"
"11836","679","JIRAUSER10501",NULL,"14400","0","7200"
"11837","680","JIRAUSER10501",NULL,"14400","0","14400"
"11838","681","JIRAUSER10401",NULL,"28800","0","43200"
"11839","682","JIRAUSER10600",NULL,"28800","0","28800"
"11840","683","JIRAUSER10100",NULL,"28800","0","21600"
"11841","684","JIRAUSER10400",NULL,"14400","14400",NULL
"11842","685","JIRAUSER10200","* La liste doit comprendre seulement les Loan Officers de la Branch selected (voir [~moez] )
 * Le boutons Assign Application doit être grisé si
 ** il n'a aucun Loan application ou
 ** s'il n'a aucun LA selected 

 

 ","14400","0","14400"
"11843","686","JIRAUSER10101",NULL,"14400","0",NULL
"11844","687","JIRAUSER10501",NULL,"3600","0",NULL
"11845","688","JIRAUSER10400",NULL,"28800","28800",NULL
"11846","689","JIRAUSER10600",NULL,"7200","0","14400"
"11847","690","JIRAUSER10600",NULL,"14400","0","14400"
"11848","691","JIRAUSER10200",NULL,"14400","0","3600"
"11849","692","JIRAUSER10200","Voir avec [~Haythem.Benizid]","14400","0","28800"
"11850","693","JIRAUSER10401",NULL,"14400","0","57600"
"11851","694","JIRAUSER10501","*Principe*:

Ajouter la logique Parent/Child (for group)pour les UDF (Loan et Customer): Cette logique sera utilisée principalement pour les groupes

*Data*:

Bank Repayment Accounts et Bank Disbursment Accounts groups  - set as child udf

*Comportement système:*

Pour un loan de type groupe, on ne devrait pas trouver Bank Repayment Accounts et Bank Disbursment Accounts groups dans la liste de other informations

pour les loan enfants, on devrait les trouver mais pas ceux pour parent.

 ","57600","0",NULL
"11852","695","JIRAUSER10501","le workflow saute cette etape ","14400","0","7200"
"11853","696","JIRAUSER10200","Audit - Risk - *{color:#00875a}Approval{color}* - customer decision - Upload signed agereements

 ","14400","0","14400"
"11854","697","JIRAUSER10501",NULL,"14400","0","14400"
"11855","698","JIRAUSER10200","Risk and audit screens (Voir [~moez] )","14400","0","14400"
"11856","699","JIRAUSER10501",NULL,"14400","0","7200"
"11857","700","JIRAUSER10501",NULL,"14400","0","14400"
"11900","702","JIRAUSER10600"," Voir UDF - Nationality Groupe | National ID *( Start by 1 (10 Number ))*

 Voir UDF - Nationality Groupe | Resident ID *( Start by 2 (10 Number ))* 

Telephone Number 1 (Mobile) *( 10 Number Start by 05XXXXXXXX)*

Email *(Mail Mask)*","28800","0","28800"
"11901","703","JIRAUSER10400",NULL,"14400","0","28800"
"11902","704","JIRAUSER10401",NULL,"14400","0","43200"
"11903","705",NULL,"voir document","28800","0",NULL
"11904","706","JIRAUSER10401",NULL,"0","0",NULL
"11905","707","JIRAUSER10100","# *Industry Code should be filtered as described*

|Industry Code Level 1 (The main)|
|Industry Code Level 2 (The sub 1 related to Level 1)|
|Industry Code Level 2 (The sub 2 related to Level 2)|

 

 

 ","28800","0","57600"
"11906","708","JIRAUSER10200",NULL,"14400","0","14400"
"11907","709","JIRAUSER10600",NULL,"1800","0","1800"
"11908","710","JIRAUSER10600",NULL,"1800","0","1800"
"11909","711","JIRAUSER10600",NULL,"28800","0",NULL
"11910","712","JIRAUSER10200",NULL,"28800","0",NULL
"11911","713","JIRAUSER10200",NULL,"14400","0","28800"
"11912","714","JIRAUSER10200",NULL,"14400","0","14400"
"11913","715","JIRAUSER10600",NULL,"28800","0","72000"
"11914","716","JIRAUSER10400",NULL,"14400","0",NULL
"11917","719","JIRAUSER10100",NULL,"14400","0","28800"
"11918","720","JIRAUSER10200","Complete loan Data / EDIT Customer I18N Hijri expiry date

Customer card use branch desc instead od branch code","14400","0","10800"
"11920","722","JIRAUSER10600",NULL,"14400","0","14400"
"11921","723","JIRAUSER10200",NULL,"3600","0",NULL
"11922","724","JIRAUSER10200",NULL,"14400","0","14400"
"11923","725",NULL,NULL,"14400","14400",NULL
"11924","726","JIRAUSER10401","mécanisme send mail suite a la création d'un nouveau customer (/)
 INDIV = customer
 GRP = groupe
 organisation : head

-----------------------------------

 update all method to send mail to customer client (mail de type customer) (/)

-----------------

ajouter un mail generic dans acm_environnement table => envoi des mails ACM (create loan, approve,.....) (/)","14400","0","21600"
"11925","727","JIRAUSER10400",NULL,"14400","0","14400"
"11926","728","JIRAUSER10400",NULL,"14400","0","14400"
"11927","729","JIRAUSER10100",NULL,"14400","0",NULL
"11928","730","JIRAUSER10600","+ Bug (see attachment)

 ","14400","0","28800"
"11929","731","JIRAUSER10400","Guarantor 

Documents

 ","14400","0",NULL
"11930","732","JIRAUSER10200","# Changer style de l'écran (as add customer)
 # Other Information tab must be redone

 ## Style tableau as in ACM
 ## Group to be renamed Category
 # Document Tab 
 ## Rename Documents
 ## Should include
 ### Customer Documents
 ### Loan Documents - Loan 1234569
 ### Loan Documents - Loan 6326389
 ### ..... as much as loans 
 ## Complete Communications Tab
 ### Table with columns: Object - From - To - Date received - View button","14400","0","43200"
"11931","733","JIRAUSER10401","[~soumaya.barkallah]  update table acm_loan (/)

add 3 nouveaux column : (/)
 * loanCalculationMode
 * APR
 * EIR

update save loan method (/)

update batch loan query (/)

 ","14400","0","36000"
"11932","734","JIRAUSER10501",NULL,"3600","0",NULL
"11933","735","JIRAUSER10400",NULL,"14400","0","14400"
"11934","736","JIRAUSER10401",NULL,"28800","0","223200"
"11935","737","JIRAUSER10401",NULL,"28800","0","36000"
"11936","738","JIRAUSER10200","loan officer in customer information card (can't find data) (x)","14400","0","14400"
"11937","739","JIRAUSER10401",NULL,"28800","0","7200"
"11938","740","JIRAUSER10501",NULL,"14400","0","14400"
"11939","741","JIRAUSER10600",NULL,"7200","0",NULL
"11940","742","JIRAUSER10400","* Quand j'efface le montant et je clique sur next, la variable contenant le montant n'est pas raffraichie (à vérifier)
 * Quand on ajoute un guarant l'ancien s'efface
 * Quand on change le montant et on fait save, le update ne fonctionne pas
 *","14400","0","28800"
"11941","743","JIRAUSER10200","cards in every screen should include the step before","14400","0","7200"
"11942","744","JIRAUSER10200",NULL,"14400","0","7200"
"11943","745","JIRAUSER10101","[~soumaya.barkallah] add values in setting 

 ","7200","0",NULL
"11944","746","JIRAUSER10401",NULL,"28800","0","28800"
"11945","747","JIRAUSER10400","* Screen Name should be ""Search Customer"" (/)
 * Customer Name should be without ""|"" and aligned left  (/)
 * Portfolio Name should be ""First Name+ Last name"" and aligned left (PortfolioDescription in DATABASE) (/)
 * Customer Identity  (/)
 * check Customer Group (/)","28800","0","43200"
"11946","748","JIRAUSER10101",NULL,"14400","0",NULL
"11947","749","JIRAUSER10401","Member type list is wrong and field should be renamed ""Role""","14400","0","14400"
"11948","750","JIRAUSER10600","I have to do ctrl + F5 to get it (x)","14400","0",NULL
"11949","751","JIRAUSER10401","autres a sujets a rectifier :

query batch customer => [~soumaya.barkallah]  a voir avec [~radhouane.homrani] 
 -----------
 method generic coté front pour traiter pipe |","14400","0","28800"
"11950","752","JIRAUSER10400",NULL,"7200","0",NULL
"11951","753",NULL,NULL,"14400","14400",NULL
"11952","754",NULL,NULL,"14400","0",NULL
"11953","755","JIRAUSER10600",NULL,"14400","0","14400"
"11954","756","JIRAUSER10400","select * from Industry
where Active = 1

 ","14400","0",NULL
"12001","758","JIRAUSER10401",NULL,"14400","0","7200"
"12002","759","JIRAUSER10400",NULL,"14400","0","43200"
"12004","761","JIRAUSER10400",NULL,"14400","0","43200"
"12005","762","JIRAUSER10600","on doit pouvoir scroller

  (IB + ACM)","14400","0","14400"
"12006","763","JIRAUSER10400",NULL,"14400","0","28800"
"12007","764",NULL,NULL,"28800","0",NULL
"12008","765","JIRAUSER10100","Card: Company Partners

UDF Group missing (Owner information Partner)

Tableau:
 * Name 
 * Role
 * % Owned

@soumaya TBC This information comes from UDF and should be saved in UDF  

 ","21600","0","21600"
"12009","766","JIRAUSER10101","Par defaut Month","3600","0","3600"
"12010","767",NULL,"should be read from setting 

 ","14400","0",NULL
"12011","768","JIRAUSER10101",NULL,"14400","0",NULL
"12012","769","JIRAUSER10400",NULL,"14400","0",NULL
"12013","770","JIRAUSER10400",NULL,"14400","0","7200"
"12014","771","JIRAUSER10101",NULL,"14400","14400",NULL
"12015","772","JIRAUSER10501",NULL,"14400","0","28800"
"12016","773","JIRAUSER10100","Issue date should be >= SYSDATE 
 * ACM/Complete loan data (/)
 * ACM/ Add loan (/)
 * ACM/ Add loan Group   (/)
 * IB/Simulate (/)
 * IB/Complete loan data (/)

Client Age - when creating a loan application, the client s age should be verified from product setting
 * ACM/Complete loan data (/)
 * ACM/ Add loan (/)
 * IB/Simulate (/)
 * IB/Complete loan data (/)

Fisrt repayment date <= Issue date + 45 jours  
 * ACM/Complete loan data (/)
 * ACM/ Add loan (/)
 * ACM/ Add loan Group  (/)
 * IB/Complete loan data (/)

We cannot add a member to more than 1 group. add validation 
 * ACM/ Add customer (/)
 * ACM/ Edit customer (/)

Max active accounts – setting from abacus
 * ACM/ Add loan  (/)
 * IB/Simulate (/)

 product should be disabled complete loan data / calculator screen 
 * ACM/Complete loan data (/)
 * IB/Complete loan data (/)

Periods Deferred < Max Periods Deferred by Product and Periods Deferred > Min Periods Deferred by Product
 * ACM/Complete loan data (/)
 * ACM/ Add loan(/)
 * IB/Simulate (/)
 * IB/Complete loan data (/)","86400","0","86460"
"12017","774","JIRAUSER10501",NULL,"28800","0","28800"
"12018","775","JIRAUSER10401","historique de tous les actiones (call of API)","28800","0","36000"
"12019","776","JIRAUSER10200",NULL,"14400","0","14400"
"12020","777","JIRAUSER10100",NULL,"14400","0",NULL
"12021","778","JIRAUSER10200",NULL,"14400","0",NULL
"12022","779","JIRAUSER10101","|By clicking in the signature box below a tick will be inserted which will represent your electronic signature. As part of the sign up for membership we will be required to run a identify and verification check. If, for any reason, we are unable to verify your identity we will get in touch to arrange for you to provide us with your identity documents to complete the sign up process.|من خلال النقر في مربع التوقيع أدناه ، سيتم إدراج علامة تمثل توقيعك الإلكتروني. كجزء من التسجيل للتقديم على الطلب ، سيُطلب منا إجراء فحص لتحديد الهوية والتحقق. إذا تعذر علينا ، لأي سبب من الأسباب ، التحقق من هويتك ، فسنتواصل معك للترتيب لك لتزويدنا بوثائق هويتك لإكمال عملية التسجيل.|
|By clicking on the signature box below, a mark representing your electronic signature will be included as you agree to inquire about your credit details through SIMA . |من خلال النقر في مربع التوقيع أدناه ، سيتم إدراج علامة تمثل توقيعك الإلكتروني ذلك باعتبارك موافقا على الاستعلام عن بياناتك الائتمانية من خلال خدمة سمة .|","7200","0",NULL
"12100","780","JIRAUSER10200",NULL,"28800","0",NULL
"12101","781","JIRAUSER10100",NULL,"28800","0","28800"
"12102","782","JIRAUSER10400",NULL,"14400","0",NULL
"12103","783","JIRAUSER10501",NULL,"14400","14400",NULL
"12104","784","JIRAUSER10401"," 
|API|SCREEN|CUSTOMER TYPE|Test Result| |
|ADD LOAN | - Add Loan|INDIV|(x)| |
| | |ORG|(x)| |
| | |GRP|(x)| |
|UPDATE LOAN| - Complete loan data|INDIV|(x)| ACM DB (x)|
| | |ORG|(x)| |
| | |GRP|(x) | |
|ADD CUSTOMER| - Add customer|INDIV|(x)| |
| | |ORG|(x)|ACM DB (x)|
| | |GRP|(x)| |
|UPDATE CUSTOMER| - Complete loan data
 - Edit Customer|INDIV|(/)| |
| | |ORG|(x)| |
| | |GRP|(x)| |
|ADD GUARANTOR| - GuarantorCustomer Decision
 - Upload signed Agreement| |(/)| |
|APPROVAL 1| - Customer Decision| |(/)| |
|APPROVAL 2| - Upload signed agreements| |(/)| |
|ADD CUSTOMER
 ADD LOAN| - Online Application \| Accept|INDIV|(/)| |
| | |ORG|(x)| |
| | |GRP|(x)| |

[~Haythem.Benizid] [~Yesser.Somai] [~moez]

 

 ","86400","0","115200"
"12105","785","JIRAUSER10501",NULL,"28800","0",NULL
"12106","786","JIRAUSER10600",NULL,"14400","0",NULL
"12107","787","JIRAUSER10200",NULL,"14400","0",NULL
"12108","788","JIRAUSER10600",NULL,"14400","0",NULL
"12109","789","JIRAUSER10600",NULL,"28800","0",NULL
"12110","790","JIRAUSER10200",NULL,"14400","14400",NULL
"12111","791","JIRAUSER10600",NULL,"28800","0",NULL
"12112","792","JIRAUSER10200","By clicking in the signature box below:By clicking in the signature box below:
 # A tick will be inserted which will represent your electronic signature. As part of the sign up for membership we will be required to run a identify and verification check. If, for any reason, we are unable to verify your identity we will get in touch to arrange for you to provide us with your identity documents to complete the sign up process.
 # A mark representing your electronic signature will be included as you agree to inquire about your credit details through SIMAH.","3600","0",NULL
"12113","793","JIRAUSER10200","Your loan Application has been sent successfully. ","3600","0","3600"
"12114","794","JIRAUSER10401","* Applied Amount
 * ....

à voir avec [~soumaya.barkallah] la liste des champs à valider","28800","28800",NULL
"12115","795","JIRAUSER10600",NULL,"144000","0","14400"
"12116","796","JIRAUSER10200",NULL,"144000","0","21600"
"12117","797","JIRAUSER10401",NULL,"0","0",NULL
"12118","798","JIRAUSER10401",NULL,"0","0",NULL
"12119","799","JIRAUSER10100","Tested KO (x)

 

Loan is approved ---> should not

Loan reason is not updated

Period differed is not updated

 ","0","0","14400"
"12120","800","JIRAUSER10401",NULL,"0","0",NULL
"12121","801","JIRAUSER10401","ACM aussi non enregistré","0","0",NULL
"12122","802","JIRAUSER10100",NULL,"0","0","28815"
"12123","803","JIRAUSER10501",NULL,"0","0","14400"
"12124","804","JIRAUSER10501",NULL,"0","0","28800"
"12125","805","JIRAUSER10401",NULL,"14400","0","14400"
"12126","806","JIRAUSER10100",NULL,"0","0",NULL
"12127","807","JIRAUSER10100",NULL,"0","0","15"
"12128","808","JIRAUSER10401",NULL,"0","0",NULL
"12129","809","JIRAUSER10501",NULL,"0","0",NULL
"12130","810","JIRAUSER10501",NULL,"0","0","57600"
"12131","811","JIRAUSER10700","* fonctionalité plusierurs guarants
 * afficher le data des guarants / récupération
 * New issue : Add garantor is adding the customer as guarantor + delete buttom ( reset Form) ","14400","14400","64800"
"12132","812","JIRAUSER10401",NULL,"28800","0","57600"
"12133","813","JIRAUSER10100",NULL,"0","0",NULL
"12134","814","JIRAUSER10501","a vérifier avec [~soumaya.barkallah]

UDF type date is not brought

Member org manque

member type LOV à refaire (value 1..)

UDF - en double ","14400","0",NULL
"12135","815","JIRAUSER10700",NULL,"14400","0","7200"
"12136","816","JIRAUSER10100","I choose in the simulation 1 as period defered

In complete loan data the value is 0","14400","0","14400"
"12137","817","JIRAUSER10100","Next should be disabled if there is a missing info 

If a data changes, and the user doesn't clic on save, then message confirmation

if the user change any information on the calculator card, then should calculate again: add alert message

 

Those modifications should be in ACM/IB","14400","0","10800"
"12138","818","JIRAUSER10401",NULL,"7200","0","3600"
"12139","819","JIRAUSER10400",NULL,"7200","0","7200"
"12140","820","JIRAUSER10400",NULL,"7200","7200",NULL
"12141","821","JIRAUSER10400",NULL,"14400","0","14400"
"12142","822","JIRAUSER10100",NULL,"14400","0",NULL
"12143","823","JIRAUSER10401",NULL,"14400","0","14400"
"12144","824","JIRAUSER10100","Add Mask 

hijiri date of birth = Gregorian date of birth ","14400","0","14400"
"12145","825","JIRAUSER10401",NULL,"14400","0","14400"
"12146","826","JIRAUSER10501",NULL,"14400","0","14400"
"12147","827","JIRAUSER10501","Quand le client se connecte avec un password temporaire, afficher IHM:
 * Old Password (old = temp pass)
 * New password (min 8 carac)
 * Confirm password (8 carac) (= new pass)
 * SUBMIT
 ** ––> Save new password
 ** ––>redirect to login again

 ","28800","0","39600"
"12148","828","JIRAUSER10401","ABACUS number","14400","0","14400"
"12149","829","JIRAUSER10200",NULL,"7200","0","7200"
"12150","830","JIRAUSER10600",NULL,"14400","0","14400"
"12151","831","JIRAUSER10600",NULL,"14400","0","14400"
"12152","832","JIRAUSER10200",NULL,"14400","0","14400"
"12153","833","JIRAUSER10600",NULL,"14400","0","14400"
"12154","834","JIRAUSER10200",NULL,"14400","0","28800"
"12155","835","JIRAUSER10200",NULL,"7200","0","7200"
"12156","836","JIRAUSER10200",NULL,"14400","0","14400"
"12157","837","JIRAUSER10200",NULL,"14400","0","21600"
"12158","838","JIRAUSER10600",NULL,"28800","0",NULL
"12159","839","JIRAUSER10501","FE+ update API to consider insurance for VAT + IB ( voir email Rad)

DoD:
 # FE ACM Add loan (/)
 # FE ACM Complete loan data (/)
 # FE ACM Calculator pop-up
 # FE IB Complete loan data (!)
 # API Add loan
 # API approval
 # API Update loan (approve loan)
 # API Calculate (/)

 Differed period 'Defer only Due Date' value ABACUS = 5

 Fees = (Loan Amount * ISSUE FEE %1 /100) + ((Loan Amount * ISSUE FEE %1 /100) * IssueFeeVAT1 /100)

exemple :

(20000 * 1/100) + ((20000*1/100) *15/100)) = 230","43200","0","72000"
"12160","840","JIRAUSER10200",NULL,"14400","0","3600"
"12161","841","JIRAUSER10501",NULL,"28800","0","21600"
"12162","842","JIRAUSER10101","[~soumaya.barkallah] prepare the list","144000","0","144000"
"12163","843","JIRAUSER10200",NULL,"0","0",NULL
"12164","844","JIRAUSER10200",NULL,"28800","0","36000"
"12165","845","JIRAUSER10200",NULL,"28800","0","43200"
"12166","846","JIRAUSER10600",NULL,"57600","0","28800"
"12167","847","JIRAUSER10200",NULL,"14400","0","7200"
"12168","848","JIRAUSER10600",NULL,"28800","0",NULL
"12169","849","JIRAUSER10600",NULL,"57600","57600",NULL
"12170","850","JIRAUSER10600",NULL,"86400","86400",NULL
"12171","851","JIRAUSER10200",NULL,"86400","86400",NULL
"12172","852","JIRAUSER10600",NULL,"3600","3600",NULL
"12173","853","JIRAUSER10600",NULL,"3600","3600",NULL
"12174","854","JIRAUSER10600",NULL,"28800","28800",NULL
"12175","855","JIRAUSER10200",NULL,"28800","0","28800"
"12176","856","JIRAUSER10200",NULL,"28800","0","28800"
"12177","857","JIRAUSER10100",NULL,"28800","0","57600"
"12178","858","JIRAUSER10600","# setting documents to link document type and the agreement (including KAFALA)
 # Add download button in the add document screen","21600","0","21600"
"12179","83",NULL,"Please remove only the error from the calculator screen, and keep blocking on calculator result display .","3600","3600",NULL
"12180","859","JIRAUSER10100","Please remove  only the error from the  screen and keep the blocking on the  calculator result.","0","0",NULL
"12181","860","JIRAUSER10100",NULL,"0","0",NULL
"12182","861","JIRAUSER10401",NULL,"14400","0","14400"
"12183","862","JIRAUSER10100",NULL,"57600","0","28800"
"12184","863","JIRAUSER10501",NULL,"7200","0","3600"
"12185","864","JIRAUSER10100",NULL,"14400","0","14400"
"12186","865","JIRAUSER10400",NULL,"7200","0",NULL
"12187","866","JIRAUSER10101","select portfolio_description, insert_by,UPDATED_BY from ACM_customer;
select ACCOUNTPORTFOLIO_DESCRIPTION, INSERT_BY, UPDATED_BY from ACM_LOAN

 ","7200","0","7200"
"12188","867","JIRAUSER10700","if user clicks on wherever place other than next button

 Add save button in the screen ","7200","0","10800"
"12189","868","JIRAUSER10501","auditor should not see this screen","3600","0","3600"
"12190","869","JIRAUSER10600",NULL,"14400","0","7200"
"12191","870","JIRAUSER10600",NULL,"14400","0",NULL
"12192","871","JIRAUSER10101",NULL,"14400","0",NULL
"12200","872","JIRAUSER10100",NULL,"14400","0","7200"
"12300","873","JIRAUSER10100",NULL,"3600","0","3600"
"12301","874","JIRAUSER10100",NULL,"28800","28800",NULL
"12302","875","JIRAUSER10600","* Create Report IHM
 * Review ACM Side Bar Menu (list) + Colors ","14400","0","43200"
"12303","876","JIRAUSER10700",NULL,"14400","0",NULL
"12304","877","JIRAUSER10101",NULL,"14400","0","10800"
"12305","878","JIRAUSER10600",NULL,"3600","0","3600"
"12306","879","JIRAUSER10700","Ceci est pour tous les type de customer :
Il faut que le system:
1- Control l'existance des deux dates de naissance
2- Control l'age du customer ou partner, il faut qu'il soit >à 18 ans","3600","0","14400"
"12307","880","JIRAUSER10600","Probleme lié au cache, on n a pas la liste de produits et i faut faire un CTRL+F5

IL faut résoudre ce problème, c est blocking for GO live","14400","0","7200"
"12308","881","JIRAUSER10501",NULL,"14400","0",NULL
"12309","882","JIRAUSER10401",NULL,"57600","57600",NULL
"12310","883","JIRAUSER10401","add new col : lang
 * values = (AR, FR, EN)","57600","57600",NULL
"12311","884","JIRAUSER10401","  Error appears  after we click on Save button to save  Loan details for every group members ","14400","0",NULL
"12312","885","JIRAUSER10700","when the Branch Manager select a loan officer different than the one selected in IB, the Online Application owner does not change (see attachment)","14400","0","14400"
"12313","886","JIRAUSER10700","We should update the group simulation - info group members screen add email and phone

!image-2020-12-21-09-54-43-932.png!","14400","0","14400"
"12314","887","JIRAUSER10100"," 

Update the Customer (Type ORG), UDF ""Members"" with members details:

Customer Number | Customer Name | Role | % Owned","21600","21600",NULL
"12315","888","JIRAUSER10100",NULL,"7200","0","7200"
"12316","889","JIRAUSER10100","La fonctionnalité déjà testée est non fonctionnelle maintenant","14400","0","10800"
"12317","890","JIRAUSER10600","Added document via IB the viewed the result in ACM with Loan officer profile “ Asya”

!image-2020-12-11-22-39-40-239.png!

!image-2020-12-11-22-39-53-485.png!","14400","0",NULL
"12318","891","JIRAUSER10501","Loan Approved L1- Unable to Pay admin fees in Abacus","14400","0",NULL
"12319","892","JIRAUSER10401","Il faut que l’étape « Disbursement & Case Clôture » change en vert une fois que le crédit est décaissé dans Abacus","14400","14400",NULL
"12320","893","JIRAUSER10501","Le montant des frais de dossier est 1%+ TVA =15%

Proposition 1 : Ramener le montant directement de Abacus 

Proposition 2 : Afficher l'information TVA comme suit :

!image-2020-12-14-08-51-46-735.png!","14400","0",NULL
"12321","894","JIRAUSER10501","+++ séparer les écrans  CUSTOMER 360  et edit customer (les ajuster au menu)

 ","7200","0","7200"
"12322","895","JIRAUSER10101","[~Haythem.Benizid] mettre les requetes à [~radhouane.homrani] ici svp","7200","0",NULL
"12323","896","JIRAUSER10400","Issue happen only with Loan Amount 10000  + term =20 Month.

 ","14400","0",NULL
"12324","897","JIRAUSER10600","!image-2020-12-14-14-00-11-880.png!","14400","0","3600"
"12325","898","JIRAUSER10501","!image-2020-12-14-14-06-37-081.png!","14400","14400",NULL
"12326","899","JIRAUSER10200","Phone number and emails  are also mandatory

!image-2020-12-14-14-37-19-736.png!","14400","0","3600"
"12327","900","JIRAUSER10600","The below requests are already accepted , please remove them from the screen.

!image-2020-12-14-15-07-22-833.png!","14400","0","7200"
"12328","901","JIRAUSER10100",NULL,"14400","0","14400"
"12329","902","JIRAUSER10700","!image-2020-12-14-15-41-07-003.png!","14400","0",NULL
"12330","903","JIRAUSER10600","DOC_TYPE SETTING:

Agreements could be conficured as Kafala documents (Add flag)

When UDF Kafala = Yes (On the loan)  then the agreements related to kafala should be mandatory","28800","28800",NULL
"12331","904","JIRAUSER10600","1- Delete button "" Save and Submit"" once Agrrement document are sent

!image-2020-12-14-17-31-06-609.png!

2-  Once submitted stay on Step 5"" Upload Agreement "" and not  on step 6 "" Disbursement""

 

!image-2020-12-14-17-30-58-998.png!","14400","0","7200"
"12401","907","JIRAUSER10200",NULL,"21600","0","18000"
"12402","908","JIRAUSER10401","[~soumaya.barkallah]
 * ajouter col dans la table : (/)

 * 
 ** user : OPERATION
 ** user : MANAGMENT
 ** user : CUSTOMER
 * Ajouter un flag dans le setting users pour préciser si un user a un role managment ([~salmen.fatnassi] )

 * 
 ** Si 'OUI', ce user doit pouvoir visualiser les crédits de toutes les agences (branch) dont il a acces (access branches dans la table acm_users) (/)
 ** Si 'NON', ce user doit voir seulement les crédit selon son hiérarchie (/)
 * Ce changement doit affecter principalement :
 ** List of Loan Applications Dashboard (/)
 ** Online Applications list (/)
 ** Toutes les listes de customer (/)
 ** Les rapports (/)
 ** Setting IHM ([~salmen.fatnassi] )
 *** add select box dans IHM (/)","28800","0","46800"
"12403","909","JIRAUSER10100",NULL,"14400","0","21600"
"12404","910","JIRAUSER10700","!image-2020-12-16-11-04-20-267.png!

!image-2020-12-16-11-04-59-210.png!","14400","0","10800"
"12405","911","JIRAUSER10700","Visit Report / Guarantor Sreening should be displayed if exist for

Approval / Audit  / Risk Views /
 Customer Decision
 Upload Signed Agreement

Loan Review (DISBursment& Case closure/ Cancelled/Declined/rejected/issued) : [http://172.16.4.186/loan-approval]
  
  
|Card|Always display?|Condition|
|Customer Information|X| |
|Loan Application Details|X| |
|Schedule|X| |
|Customer Accounts|X| |
|Loan Guarantor| |select * from ACM_SETTING_GUARANTOR_COLLATERAL where ID_PRODUCT = ACM_PRODUCT loan AND CODE = 'GUARANTOR'
 If yes|
|All Documents|X| |
|Field Visit |X|if data exist display then yes |
|Customer Screening|X|if data exist display then yes|
|Guarantor Screening| |if data exist display then yes|
|Notes|X| |","14400","0","21600"
"12406","912","JIRAUSER10700","the buton should be enabled  when nothing has been changed --(/)

 

+ if the calculate returns error, the form is not valid and the next should be disabled(/)

 

+ Ask user to save between tabs (when there are changes) (/)

 

+ Check why the NationalID/ResidenceID is gone sometimes (/)","14400","0","21600"
"12407","913","JIRAUSER10101","Customer Should not update LA information only when LA is assigned to him.

 

!image-2020-12-16-12-12-06-204.png!

 

Customer should not update LA information only when LA is assigned to him

 ","14400","0","3600"
"12408","914","JIRAUSER10101"," 

TO DO:
 * {color:#ff0000}*ACM_CUSTOMER.REGISTER_NUMBER:*{color}
 ** IB Simulation: Registration NUMBER should be registred when entering a new customer (organization) in ACM_CUSTOMER.REGISTER_NUMBER (+ in UDF CUSTOMER) (/) (*g)
 ** ADD CUSTOMER (ACM) (/)
 ** UPDATE CUSTOMER ACM + IB (Complete LOAN DATA)(/)
 ** UPDATE CUSTOMER screen (/)
 * Test with REGISTRATION NUMBER  when entering orga info in IB, if regist number exist ==> message (This organization exists already, please connect)(/) (*g)
 * If org does not exist but the Main partner exist (national ID/Residence ID), then do not block add loan but link him to the ORG(/) (*r)

---------------------------------------------------------------------------------------------------------------
 * INDIV: when the customer enters NartionalID/Residence ID and it exists ==> Block (/) (*g)

---------------------------------------------------------------------------------------------------------------
 * For Group customers, if the customer enters for one of the members a NatioanID/ResidenceID existing and is part of a group (enabled = 1), add an error message, ""This customer belongs to a group, please contact us for more details""
 ** Else , if one of the members does not exist in a group but is an existing customer in ACM, then link it to the group
 *** Note that it s better to check when SUBMIT (/) (*g)","28800","0","57600"
"12409","915","JIRAUSER10700","1- Please change the message to ""  _kindly_ settle the admin fees _payment_ "".

2- Please display the customer bank account 

 

!image-2020-12-16-12-31-33-553.png!

 ","14400","0","7200"
"12410","916","JIRAUSER10101",NULL,"14400","0","43200"
"12411","917","JIRAUSER10101",NULL,"7200","0","14400"
"12413","919","JIRAUSER10101","1-Document name  are not coherent

!image-2020-12-16-16-36-21-318.png!","14400","0","3600"
"12414","920","JIRAUSER10700","Display the real total amount for VAT 

!image-2020-12-16-16-56-16-110.png!","14400","0","3600"
"12415","921","JIRAUSER10700"," Loan reason and industry code (UDF)  are saved in Loan information 

 

 

!image-2020-12-17-10-44-31-904.png!

!image-2020-12-17-10-45-14-926.png!","14400","0","14400"
"12416","922","JIRAUSER10101",NULL,"28800","28800",NULL
"12417","923","JIRAUSER10000",NULL,"14400","0",NULL
"12418","924","JIRAUSER10101",NULL,"14400","0","57600"
"12419","925","JIRAUSER10501","!image-2020-12-17-17-06-41-667.png!

!image-2020-12-17-17-07-11-058.png!","14400","14400",NULL
"12420","926","JIRAUSER10501"," 

 ","14400","0","28800"
"12421","927","JIRAUSER10700","1- Loan Tab is not working 

2- Address is not displayed

3- Customer information and Address empty for Org

4- Do not display partner info in the customer indiv screen 

5 - Adjust I18N","14400","3600","10800"
